Team,Number,Name,Position,Height,Weight,Year,Hometown
CLEM,15,T.J. Green,S,"6'3""",195,So,Sylacauga AL
NCSU,31,Germaine Pratt,S,"6'3""",195,Fr,High Point NC
CLEM,12,Nick Schuessler,QB,"6'3""",195,So,Grayson GA
CUSE,3,Mitch Kimble,QB,"6'3""",195,Fr,Jerseyville IL
VT,,Andrew Ford,QB,"6'3""",195,Fr,Camp Hill PA
UVA,50,Tyler Shirley,LS,"6'3""",195,Fr,Midlothian VA
DUKE,87,Max McCaffrey,WR,"6'2""",195,Jr,Castle Rock CO
PITT,28,Elijah Zeise,WR,"6'2""",195,Fr,Pittsburgh PA
UVA,14,Andre Levrone,WR,"6'2""",195,Fr,Gaithersburg MD
DUKE,95,Jack Willoughby,K,"6'2""",195,Sr,Princeton NJ
UNC,95,Thomas Blakey,K,"6'2""",195,Fr,Fairview NC
GT,14,Corey Griffin,DB,"6'2""",195,Fr,Tyrone GA
CLEM,8,Demarre Kitt,WR,"6'1""",195,Fr,Fayetteville GA
CLEM,18,Jadar Johnson,S,"6'1""",195,So,Orangeburg SC
DUKE,37,Phillip Carter,S,"6'1""",195,Fr,El Dorado Hills CA
UVA,27,Malcolm Cook,S,"6'1""",195,Fr,Richmond VA
MIAMI,38,Jordan Tolson,DB,"6'1""",195,Sr,Inglewood CA
UNC,5,T.J. Thorpe,WR,"6'0""",195,So,Durham NC
CLEM,49,Beau Brown,S,"6'0""",195,Jr,Beaufort SC
CLEM,22,D.J. Howard,RB,"6'0""",195,Sr,Lincoln AL
PITT,11,Trey Anderson,QB,"6'0""",195,Jr,Pearland TX
UNC,19,Nick Weiler,K,"6'0""",195,So,Fairfax Station VA
CLEM,25,Cordrea Tankersley,DB,"6'0""",195,So,Aiken SC
GT,27,Lynn Griffin,DB,"6'0""",195,So,Jacksonville FL
PITT,38,Ryan Lewis,DB,"6'0""",195,So,Seattle WA
DUKE,44,Eamonn Vain-Callahan,RB,"5'9""",195,Jr,Severna Park MD
UNC,1,Khris Francis,RB,"5'9""",195,So,Durham NC
FSU,40,Danny Adams,LS,"5'9""",195,Jr,Ft. Lauderdale FL
GT,36,Brandon Oliver,WR,"5'11""",195,Jr,Douglasville GA
VT,30,Mitchell Ludwig,P,"5'11""",195,So,Abingdon VA
DUKE,50,Wyatt Smith,LB,"5'11""",195,So,Fort Myers FL
PITT,6,Lafayette Pitts,DB,"5'11""",195,Jr,Duquesne PA
UNC,12,Andrew Moore,CB,"5'11""",195,So,Chapel Hill NC
VT,11,Kendall Fuller,CB,"5'11""",195,So,Baltimore MD
FSU,6,Ryan Green,RB,"5'10""",195,So,St. Petersburg FL
PITT,20,Dennis Briggs,RB,"5'10""",195,Fr,Wilkinsburg PA
UNC,30,Tommy Hibbard,P,"5'10""",195,Sr,Charlotte NC
UNC,39,Philip Spelman,K,"5'10""",195,So,Nashville TN
MIAMI,15,D'Mauri Jones,WR,"6'4""",196,So,Leesburg FL
LOU,14,Kyle Bolin,QB,"6'3""",196,Fr,Lexington KY
VT,5,Joshua Stanford,WR,"6'1""",196,So,Mississauga ON
NCSU,29,Jack Tocho,CB,"6'1""",196,So,Charlotte NC
LOU,45,John Wallace,K,"6'0""",196,Jr,Cecilia KY
FSU,26,P.J. Williams,DB,"6'0""",196,Jr,Ocala FL
MIAMI,30,De'Andre Johnson,RB,"5'8""",196,Sr,Miami FL
NCSU,36,Wil Baumann,P,"6'6""",197,Sr,Wilmington NC
NCSU,28,Josh Sessoms,S,"6'2""",197,So,Bailey NC
NCSU,16,Malcolm Means,CB,"6'2""",197,Fr,Richburg SC
GT,89,Jamie Alvarez,WR,"6'1""",197,Sr,Ft. Myers FL
BC,15,James Walsh,QB,"6'1""",197,Fr,Dublin OH
LOU,41,Jarrod Barnes,S,"5'11""",197,So,Westerville OH
FSU,39,Mitchell Zak,LB,"5'11""",197,Sr,New Smyrna Beach FL
CUSE,2,Wayne Morgan,CB,"5'10""",197,Jr,Brooklyn NY
NCSU,3,Jumichael Ramos,WR,"6'3""",198,So,Lovejoy GA
MIAMI,27,Ricky Carroll,P,"6'3""",198,Sr,Mission Viejo CA
NCSU,20,Hakim Jones,S,"6'2""",198,Jr,Henderson NC
GT,85,Ryan Rodwell,P,"6'2""",198,So,Deland FL
MIAMI,37,Ladarius Gunter,DB,"6'2""",198,Sr,Montgomery AL
FSU,8,Jalen Ramsey,DB,"6'1""",198,So,Brentwood TN
MIAMI,1,Artie Burns,DB,"6'0""",198,So,Miami FL
NCSU,32,Niklas Sade,K,"6'3""",199,Sr,Wake Forest NC
BC,4,Darius Wade,QB,"6'2""",199,Fr,Middletown DE
CUSE,21,Chauncey Scissum,S,"6'1""",199,Fr,West Henrietta NY
LOU,22,Richard Benjamin,CB,"6'0""",199,Fr,Tampa FL
CUSE,41,Eric Anthony,S,"5'11""",199,So,Baldwinsville NY
LOU,8,Ryan Johnson,P,"5'11""",199,Sr,Louisville KY
DUKE,83,Anthony Nash,WR,"6'5""",200,So,West Chester PA
CUSE,22,Adrian Flemming,WR,"6'3""",200,Sr,Ashburn VA
UVA,85,Keeon Johnson,WR,"6'3""",200,So,Kannapolis NC
CLEM,88,Sean MacLain,TE,"6'3""",200,Fr,Hope Mills SC
UVA,38,Nicholas Conte,P,"6'3""",200,So,Roanoke VA
PITT,40,James Folston,LB,"6'3""",200,Fr,Cocoa FL
WAKE,8,Marquel Lee,LB,"6'3""",200,So,Waldorf MD
FSU,30,Colin Blake,DB,"6'3""",200,Fr,San Antonio TX
UNC,28,Dante DiMaggio,WR,"6'2""",200,Fr,Apex NC
UNC,81,Kendrick Singleton,WR,"6'2""",200,Jr,Macclenny FL
UVA,18,Andrew Mackay,QB,"6'2""",200,Fr,Fairfax VA
UVA,32,James Coleman,P,"6'2""",200,So,Martinsville NJ
PITT,59,Jamal Davis II,LB,"6'2""",200,Fr,Canton OH
WAKE,57,Ali Lamot,LB,"6'2""",200,Fr,Mebane NC
WAKE,87,Brad Idzik,WR,"6'1""",200,Sr,Mercer Island WA
UNC,29,Jeff Battle,S,"6'1""",200,So,Lenoir NC
CLEM,9,Wayne Gallman,RB,"6'1""",200,Fr,Loganville GA
DUKE,16,Robert Collins,QB,"6'1""",200,Sr,St. Davids PA
UVA,5,David Watford,QB,"6'1""",200,Jr,Hampton VA
VT,,B.J. Martin,LB,"6'1""",200,So,Martinsville VA
LOU,36,Luke Brohm,FB,"6'1""",200,Jr,Louisville KY
UNC,24,Ayden Bonilla,DB,"6'1""",200,Fr,Woodstock GA
DUKE,13,Michael Westray,CB,"6'1""",200,So,Waldorf MD
UNC,41,Shaquille Price,CB,"6'1""",200,So,Immo SC
UVA,81,Jamall Brown,WR,"6'0""",200,So,Hampton VA
CLEM,11,Travis Blanks,S,"6'0""",200,Jr,Tallahassee FL
NCSU,6,Tim Buckley,S,"6'0""",200,Jr,Raleigh NC
UVA,25,David Marrs,S,"6'0""",200,Sr,Blulefield VA
UVA,16,Mason Thomas,S,"6'0""",200,Jr,Virginia Beach VA
FSU,4,Dalvin Cook,RB,"6'0""",200,Fr,Miami FL
GT,34,Matt Connors,RB,"6'0""",200,Sr,Alpharetta GA
UNC,42,Charles Brunson,RB,"6'0""",200,So,Winston-Salem NC
BC,19,Sean Sylvia,DB,"6'0""",200,Sr,Dartmouth MA
BC,29,Joel Karim Zoungrana,DB,"6'0""",200,So,Montreal PQ
WAKE,21,Josh M. Harris,CB,"6'0""",200,Jr,Raeford NC
DUKE,12,Johndre Bennett,WR,"5'11""",200,Jr,Pearcy AR
CLEM,,C.J. Fuller,RB,"5'11""",200,Fr,Easley SC
UNC,15,Donnie Miles,DB,"5'11""",200,Fr,Lawrenceville GA
DUKE,36,Christian Conway,S,"5'10""",200,Jr,Bronxville NY
DUKE,26,Corbin McCarthy,S,"5'10""",200,So,Norco CA
CLEM,,Adam Choice,RB,"5'10""",200,Fr,Thomasville GA
UNC,18,Thomas Moore,K,"5'10""",200,Jr,Chapel Hill NC
PITT,9,Ray Vinopal,DB,"5'10""",200,Sr,Youngstown OH
CUSE,2,Quinta Funderburk,WR,"6'3""",201,Sr,Norfold VA
GT,16,Corey Dennis,WR,"6'2""",201,Sr,Troy AL
LOU,19,Reggie Green,QB,"6'1""",201,Jr,Greenville NC
CUSE,26,Josh Mims,S,"6'0""",201,Jr,Syracuse NY
LOU,8,Gerod Holliman,S,"6'0""",201,Jr,Miami FL
CUSE,29,Devante McFarlane,RB,"6'0""",201,So,Wheatley Heights NY
CUSE,40,Zachary McCarrell,LB,"5'11""",201,Sr,Orlando FL
LOU,19,Terell Floyd,CB,"5'10""",201,Sr,Port Pierce FL
VT,26,Desmond Frye,S,"6'2""",202,Jr,Chester VA
FSU,12,Jarred Haggins,WR,"6'0""",202,Jr,Lakeland FL
GT,31,Deon Hill,RB,"6'0""",202,Sr,Phenix City AL
FSU,42,Lamarcus Brutus,DB,"6'0""",202,So,Port St. Lucie FL
NCSU,21,Matt Dayes,RB,"5'9""",202,So,Weston FL
VT,38,Michael Branthover,P,"5'9""",202,Sr,Dayton MD
VT,,Johnathan Galante,LB,"5'11""",202,So,Christiansburg VA
MIAMI,82,Tyre Brady,WR,"6'3""",203,Fr,Homestead FL
NCSU,15,Johnathan Alston,WR,"6'3""",203,So,Bunn NC
NCSU,84,Marquez Valdes-Scantling,WR,"6'3""",203,So,St. Petersburg FL
CUSE,88,Jarrod West,WR,"6'2""",203,Sr,Bethlehem PA
VT,,Greg Jones,S,"6'2""",203,So,Lorton VA
MIAMI,2,Deon Bush,DB,"6'1""",203,Jr,Miami FL
CUSE,27,George Morris II,RB,"6'0""",203,So,Lawrenceville GA
VT,37,Ronny Vandyke,LB,"6'3""",204,Jr,Lorton VA
BC,3,Harrison Jackson,WR,"6'2""",204,Jr,Round Hill VA
CUSE,10,Josh Kirkland,LB,"6'2""",204,Sr,Paxico KS
GT,23,Domonique Noble,DB,"6'2""",204,Jr,Mount Ulla NC
LOU,49,Jarel McGriff-Culver,RB,"5'11""",204,Sr,Downers Grove IL
LOU,86,Matt Milton,WR,"6'5""",205,Sr,Belleville IL
WAKE,86,Brandon Terry,WR,"6'5""",205,Sr,Alpharetta GA
UVA,15,Matt Johns,QB,"6'5""",205,So,Chalfont PA
CUSE,92,Riley Dixon,K,"6'5""",205,Jr,Blossvale NY
FSU,48,Dorsey Moore,TE,"6'4""",205,Fr,Rockledge FL
CLEM,20,Jayron Kearse,S,"6'4""",205,So,Fort Meyers FL
UNC,11,Kanler Coker,QB,"6'4""",205,Fr,Flowery Branch GA
CLEM,7,Mike Williams,WR,"6'3""",205,So,Holly Hill SC
GT,81,Ricky Jeune,WR,"6'3""",205,Fr,Spring Valley NY
PITT,85,Jester Weah,WR,"6'3""",205,Fr,Madison WI
UNC,88,Jordan Fieulleteau,WR,"6'3""",205,Fr,Raleigh NC
UVA,87,Kyle Dockins,WR,"6'3""",205,So,Virginia Beach VA
NCSU,34,Dexter Wright,S,"6'3""",205,Fr,Wilson NC
LOU,7,Reggie Bonnafon,QB,"6'3""",205,Fr,Louisville KY
UNC,10,Mitch Trubisky,QB,"6'3""",205,Fr,Mentor OH
WAKE,17,Pat Long,QB,"6'3""",205,Jr,Skillman NJ
UNC,23,Joey Mangili,P,"6'3""",205,So,Durham NC
MIAMI,50,Terry McCray,LB,"6'3""",205,Fr,Pompano Beach FL
CLEM,19,Charone Peake,WR,"6'2""",205,Jr,Moore SC
FSU,89,Christian Green,WR,"6'2""",205,Jr,Tampa FL
MIAMI,80,Rashawn Scott,WR,"6'2""",205,Sr,Melbourne FL
PITT,19,Dontez Ford,WR,"6'2""",205,So,McKees Rock PA
PITT,17,Chris Wuestner,WR,"6'2""",205,So,Carlisle PA
UNC,43,Jackson Boyer,WR,"6'2""",205,Fr,Chapel Hill NC
UNC,83,Cam Campbell,WR,"6'2""",205,So,Kernersville NC
UVA,8,Ryan Santoro,WR,"6'2""",205,Fr,Oak Hill VA
DUKE,16,Jeremy Cash,S,"6'2""",205,Jr,Plantation FL
VT,15,Joel Caleb,RB,"6'2""",205,So,Midlothian VA
DUKE,6,Nicodem Pierre,QB,"6'2""",205,Fr,Miami FL
DUKE,15,Mackenzie Sovereign,QB,"6'2""",205,Sr,Traverse City MI
GT,11,Matthew Jordan,QB,"6'2""",205,Fr,Jackson AL
GT,4,Brady Swilling,QB,"6'2""",205,Fr,Chatsworth GA
CLEM,47,Marcus Bullard,LB,"6'2""",205,Jr,Columbia SC
GT,24,Marcus Allen,LB,"6'2""",205,So,Hilliard FL
MIAMI,7,Marques Gayot,S,"6'1""",205,Fr,Lake Worth FL
PITT,16,Chad Voytik,QB,"6'1""",205,So,Cleveland TN
UNC,16,Caleb Pressley,QB,"6'1""",205,So,Asheville NC
CLEM,61,David Estes,LS,"6'1""",205,So,Mauldin SC
WAKE,45,Nick Karp,LB,"6'1""",205,Fr,Glastonbury CT
WAKE,20,Dezmond Wortham,RB,"6'0""",205,Fr,Frisco TX
LOU,18,Ethan Horton,QB,"6'0""",205,Fr,Hyden KY
FSU,59,Andrew Wright,LB,"6'0""",205,Sr,Bradenton FL
GT,66,Blake Hembree,LB,"6'0""",205,Jr,Canton GA
MIAMI,22,Kiy Hester,DB,"6'0""",205,Fr,Wayne NJ
UVA,25,Kevin Parks,RB,"5'8""",205,Sr,Salisbury NC
GT,39,Ryan Braswell,RB,"5'11""",205,Fr,Atlanta GA
FSU,1,Tyler Hunter,DB,"5'11""",205,So,Valdosta GA
PITT,26,Jevonte Pitts,DB,"5'11""",205,So,Forest Hills PA
UVA,31,Kyrrel Latimer,S,"5'10""",205,Jr,Hyattsville MD
VT,,Zach Snell,S,"5'10""",205,So,Christianburg VA
DUKE,28,Shaquille Powell,RB,"5'10""",205,Jr,Las Vegas NV
NCSU,16,D.J. Hunt,RB,"5'10""",205,So,Raleigh NC
WAKE,14,Dominique Gibson,RB,"5'10""",205,So,Belle Glade FL
BC,53,Leonard Skubal,LS,"5'10""",205,So,Boca Raton FL
NCSU,11,Juston Burris,CB,"6'1""",206,Jr,Raleigh NC
MIAMI,8,Duke Johnson,RB,"5'9""",206,Jr,Miami FL
NCSU,8,Dravious Wright,S,"5'10""",206,So,Vero Beach FL
LOU,25,Josh Harvey-Clemons,S,"6'5""",207,So,Valdosta GA
CUSE,3,Durell Eskridge,S,"6'3""",207,Jr,Miami FL
MIAMI,6,Jamal Carter,S,"6'1""",207,So,Homestead FL
NCSU,10,Shadrach Thornton,RB,"6'1""",207,Jr,Hinesville GA
VT,,Colton Taylor,LS,"6'0""",207,Fr,Salem VA
VT,41,Derek DiNardo,LB,"6'0""",207,Sr,Virginia Beach VA
FSU,35,Reginald Dixon Jr,LB,"5'11""",207,So,Tallahassee FL
VT,2,Donovan Riley,CB,"5'11""",207,Jr,Reistertown MD
BC,42,Alex Howell,P,"6'5""",208,Jr,Florence SC
FSU,33,Jonathan Hernandez,P,"6'4""",208,So,Bradenton FL
NCSU,88,Stephen Louis,WR,"6'2""",208,Fr,West Palm Beach FL
MIAMI,16,Garrison Lassiter,QB,"6'2""",208,Jr,High Point NC
VT,35,Dahman McKinnon,LB,"6'1""",208,So,Hope Mills NC
VT,,Quinton Taylor,LB,"6'1""",208,So,Chester VA
MIAMI,26,Rayshawn Jenkins,DB,"6'1""",208,Jr,St. Petersburg FL
VT,19,Chuck Clark,S,"6'0""",208,So,Suffolk VA
GT,62,Joshua Rogers,LB,"5'9""",208,Sr,Canton GA
FSU,64,Brian Patterson II,LS,"5'8""",208,So,Tampa FL
CUSE,33,Marqez Hodge,LB,"5'11""",208,So,Miami FL
VT,39,Daniel Dyer,RB,"5'10""",208,Sr,Salem VA
LOU,9,DeVante Parker,WR,"6'3""",209,Sr,Louisville KY
FSU,19,Roberto Aguayo,K,"6'1""",209,Fr,Mascotte FL
FSU,29,Nate Andrews,DB,"5'11""",209,So,Fairhope AL
FSU,18,Christian Griffith,WR,"6'6""",210,Jr,West Palm Beach FL
PITT,7,Adam Bertke,QB,"6'6""",210,Fr,Maria Stein OH
UVA,16,Brendan Marshall,QB,"6'5""",210,Fr,Gaithersburg MD
PITT,18,Ryan Winslow,P,"6'5""",210,Fr,Maple Glen PA
DUKE,81,Davis Koppenhaver,TE,"6'4""",210,Fr,Valencia CA
CLEM,18,Cole Stoudt,QB,"6'4""",210,Sr,Dublin OH
DUKE,41,Will Monday,P,"6'4""",210,Jr,Flowery Branch GA
WAKE,38,Alexander Kinal,P,"6'4""",210,Jr,Adelaide
UVA,31,Blake Blaze,LS,"6'4""",210,Sr,Barnstable MA
WAKE,42,Julian Thomas-Jackson,LB,"6'4""",210,Fr,Dothan AL
MIAMI,19,Kevin Olsen,QB,"6'3""",210,Fr,Wayne NJ
UVA,60,Jeb Byrne,LS,"6'3""",210,So,McLean VA
UVA,51,Zach Bradshaw,LB,"6'3""",210,So,Damascus MD
WAKE,14,Wendell Dunn,LB,"6'3""",210,Fr,Miami FL
GT,26,Travin Henry,DE,"6'3""",210,So,Adel GA
DUKE,45,Kyle Wellner,S,"6'2""",210,So,Mill Neck NY
GT,1,Isaiah Johnson,S,"6'2""",210,Sr,Tyrone GA
NCSU,2,Josh Jones,S,"6'2""",210,Fr,Walled Lake MI
CLEM,11,Chad Kelly,QB,"6'2""",210,So,Buffalo NY
WAKE,6,Patrick Thompson,QB,"6'2""",210,Sr,Ashburn VA
CLEM,,Judah Davis,LB,"6'2""",210,Fr,Clemson
CLEM,6,Dorian O'Daniel,LB,"6'2""",210,Fr,Olney MD
UNC,32,Joe Jackson,LB,"6'2""",210,Fr,Jacksonville FL
DUKE,40,Dwayne Norman,S,"6'1""",210,Jr,Jacksonville FL
MIAMI,16,Jake Heaps,QB,"6'1""",210,Sr,Sammamish WA
DUKE,53,Chris Hoover,LB,"6'1""",210,Sr,Maumee OH
MIAMI,5,Jermaine Grace,LB,"6'1""",210,So,Miami Gardens FL
NCSU,45,Artemis Robinson,LB,"6'1""",210,Fr,Laurinburg NC
UNC,53,Malik Carney,LB,"6'1""",210,Fr,Alexandria VA
UNC,31,Cameron Albright,DB,"6'1""",210,Fr,Kennesaw GA
DUKE,24,Zavier Carmichael,LB,"6'0""",210,Fr,Eight Mile AL
FSU,73,Joseph Hernandez,LB,"6'0""",210,Fr,Miami Beach FL
PITT,49,Nico Elms,LB,"6'0""",210,Fr,Gibsonia PA
WAKE,39,Jaboree Williams,LB,"6'0""",210,Fr,Deerfield Beach FL
MIAMI,41,Wyatt Chickillo,DB,"6'0""",210,Fr,Miami FL
DUKE,23,Joseph Ajeigbe,RB,"5'9""",210,Fr,Riverside CA
CLEM,27,Robert Smith,S,"5'11""",210,Sr,Saint George SC
PITT,34,Isaac Bennett,RB,"5'11""",210,Sr,Tulsa OK
PITT,3,Chris James,RB,"5'11""",210,Fr,Chicago IL
CLEM,30,Taylor Watson,S,"5'10""",210,Sr,Simpsonville SC
GT,30,Christopher Leggett,RB,"5'10""",210,Fr,Suwanee GA
CUSE,5,Austin Wilson,QB,"6'3""",211,Fr,Camp Hill PA
VT,83,Charley Meyer,WR,"6'1""",211,So,Richmond VA
VT,24,Anthony Shegog,S,"6'1""",211,Fr,Stafford VA
LOU,30,Kamal Hogan,S,"6'0""",211,Sr,Montvale NJ
CUSE,49,Alryk Perry,LB,"6'0""",211,Fr,Columbus AL
MIAMI,12,Malik Rosier,QB,"6'1""",212,Fr,Mobile AL
VT,27,A.J. Hughes,P,"6'1""",212,Jr,Terre Haute IN
VT,,Sean Huelskamp,LB,"6'1""",212,So,Centreville VA
VT,,Jamieon Moss,LB,"6'1""",212,Fr,Elizabeth City NC
GT,18,Tim Byerly,QB,"6'0""",212,Jr,Alpharetta GA
LOU,20,Corvin Lamb,RB,"5'9""",212,Jr,Miami FL
VT,,Shai McKenzie,RB,"5'10""",212,Fr,Washington PA
LOU,19,Jerry Arlinghaus,QB,"6'4""",213,Jr,Louisville KY
FSU,22,Tyrell Lyons,DB,"6'2""",213,Fr,Jacksonville FL
FSU,58,Ryan Alicea,LB,"6'1""",213,Fr,Wellington FL
LOU,19,Ja'Quay Williams,WR,"6'3""",214,So,Tyrone GA
VT,53,Drew Burns,LB,"6'3""",214,So,Chesapeake VA
BC,2,Tyler Murphy,QB,"6'2""",214,Sr,Wethersfield CT
GT,37,Zach Laskey,RB,"6'1""",214,Sr,Peachtree City GA
VT,47,Greg Gadell,FB,"5'10""",214,Sr,Vienna VA
MIAMI,86,David Njoku,WR,"6'4""",215,Fr,Cedar Grove NJ
UNC,17,Mark McNeill,WR,"6'4""",215,Jr,West River MD
UNC,82,Brandon Fritts,TE,"6'4""",215,Fr,Mentor OH
DUKE,1,Thomas Sirk,QB,"6'4""",215,So,Glen St. Mary's FL
LOU,56,Spencer Foy,DL,"6'4""",215,Fr,Louisville KY
DUKE,19,Quay Chambers,WR,"6'3""",215,Fr,Monroe NC
WAKE,85,Cam Serigne,TE,"6'3""",215,Fr,Ashburn VA
WAKE,26,Thomas Brown,S,"6'3""",215,So,Evans GA
WAKE,9,Michael Radford,QB,"6'3""",215,Fr,Charlotte NC
MIAMI,55,Frank Gabriel,LS,"6'3""",215,Jr,Monmouth Beach NJ
GT,63,Rusty Scott,LB,"6'3""",215,Jr,Lincolnton GA
VT,51,Jack Willenbrock,TE,"6'2""",215,So,Glemore PA
PITT,37,Qadree Ollison,RB,"6'2""",215,Fr,Niagara Falls NY
UNC,12,Marquise Williams,QB,"6'2""",215,So,Charlotte NC
LOU,84,Colin Holba,LS,"6'2""",215,So,Louisville KY
DUKE,32,Chris Holmes,LB,"6'2""",215,Fr,Fredricksburg VA
GT,52,Terrell Lewis,LB,"6'2""",215,Fr,Ocoee FL
UVA,53,Micah Kiser,LB,"6'2""",215,Fr,Baltimore MD
VT,36,Chase Williams,LB,"6'2""",215,Sr,Leesburg VA
FSU,91,Anthony Valdes,LB,"6'1""",215,Fr,Royal Palm Beach FL
UNC,55,Tommy Heffernan,LB,"6'1""",215,Jr,Miami FL
UNC,54,Michael Steinbacher,LB,"6'1""",215,Fr,Concord NC
UVA,40,Darius Lee,LB,"6'1""",215,Jr,Alexandria VA
WAKE,32,Ford Howell,LB,"6'1""",215,Fr,Memphis TN
GT,8,Travis Custis,RB,"6'0""",215,Fr,Hampton GA
GT,45,Donovan Wilson,RB,"6'0""",215,Fr,Dublin OH
LOU,34,L.J. Scott,RB,"6'0""",215,Fr,Marion OH
UVA,30,LaChaston Smith,RB,"6'0""",215,So,Statesville NC
VT,,Jack Sheehan,LS,"6'0""",215,Fr,Virginia Beach VA
BC,28,Matt Milano,LB,"6'0""",215,So,Orlando FL
LOU,13,James Burgess,LB,"6'0""",215,Jr,Homestead FL
UNC,56,Cayson Collins,LB,"6'0""",215,Fr,Charlotte NC
NCSU,22,Dayton Campos,WR,"5'9""",215,Sr,Jacksonville NC
LOU,26,Michael Dyer,RB,"5'9""",215,Sr,Little Rock AR
CLEM,23,Tyshon Dye,RB,"5'11""",215,Fr,Elberton GA
NCSU,26,Tony Creecy,RB,"5'11""",215,Sr,Durham NC
CLEM,41,T.J. Burrell,LB,"5'11""",215,So,Goose Creek SC
GT,40,Paul Davis,LB,"5'11""",215,So,Cairo GA
DUKE,45,Jackson Conway,RB,"5'10""",215,Jr,Bronxville NY
VT,45,Sam Rogers,FB,"5'10""",215,So,Mechanicsville VA
BC,32,Charlie Callinan,WR,"6'4""",216,Fr,Westfield NJ
LOU,80,Charles Standberry,TE,"6'3""",216,Fr,Montgomery AL
LOU,10,Dominique Brown,RB,"6'2""",216,Sr,Cincinnati OH
LOU,23,Brandon Radcliff,RB,"5'9""",216,So,Miami FL
LOU,46,Lamar Atkins,LB,"5'11""",216,So,Miami FL
MIAMI,58,Darrion Owens,LB,"6'3""",217,Fr,Orange Park FL
VT,14,Trey Edmunds,RB,"6'1""",217,So,Danville VA
FSU,5,Reggie Northrup,LB,"6'1""",217,Jr,Jacksonville FL
LOU,55,Keith Kelsey,LB,"6'1""",217,So,Gainesville FL
NCSU,52,Ben Garnett,LS,"6'0""",217,Jr,Charlotte NC
MIAMI,15,Brad Kaaya,QB,"6'4""",218,Fr,West Hills CA
MIAMI,16,Justin Vogel,P,"6'4""",218,So,Tampa FL
MIAMI,18,Michael Welch,QB,"6'3""",218,Fr,Winnetka IL
CUSE,46,PJ Batten,LB,"6'3""",218,Fr,Miami FL
VT,90,Dadi Nicolas,DE,"6'3""",218,Jr,Delray Beach FL
FSU,48,Junior St. Louis,LB,"6'2""",218,Sr,Pompano Beach FL
NCSU,39,Brandon Pittman,LB,"6'2""",218,Sr,Raleigh NC
VT,6,Mark Leal,QB,"6'1""",218,Sr,Greenacres FL
GT,21,Charles Perkins,RB,"6'0""",218,Sr,Lawrenceville GA
VT,44,Devin Vandyke,LB,"6'0""",218,So,Lorton VA
MIAMI,44,Walter Tucker,FB,"6'0""",218,So,Plantation FL
BC,9,Dominique Williams,DB,"6'0""",218,Sr,Brockton MA
VT,9,Brenden Motley,QB,"6'4""",219,So,Blacksburg VA
CUSE,10,Terrel Hunt,QB,"6'3""",219,Jr,Rosedale NY
LOU,40,Joshua Appleby,P,"6'3""",219,Jr,Athens AL
FSU,9,Karlos Williams,RB,"6'1""",219,Sr,Davenport FL
BC,61,A.J. Caruso,LB,"6'1""",219,So,West Allenhurst NJ
NCSU,54,Davion Allred,DE,"6'0""",219,Fr,Raleigh NC
VT,,Josh Eberly,LB,"5'9""",219,So,Broadway VA
WAKE,2,Matt James,WR,"6'5""",220,Sr,Raleigh NC
UVA,11,Greyson Lambert,QB,"6'5""",220,So,Jesup GA
GT,90,Kenderius Whitehead,DE,"6'5""",220,So,Milledgeville GA
NCSU,55,Deonte Holden,DE,"6'5""",220,Fr,Hyattsville MD
PITT,81,Tony Harper,TE,"6'4""",220,Fr,Toledo OH
WAKE,84,Brendan O'Neil,TE,"6'4""",220,Fr,Burlington MA
WAKE,53,Duke Ejiofor,LB,"6'4""",220,Fr,Houston TX
UNC,44,Junior Gnonkonde,DE,"6'4""",220,Fr,Lakeland GA
GT,15,DeAndre Smelter,WR,"6'3""",220,Sr,Macon GA
UVA,17,Miles Gooch,WR,"6'3""",220,Sr,Decatur GA
NCSU,14,Bryant Shirreffs,RB,"6'3""",220,So,Jefferson GA
CLEM,10,David Olson,QB,"6'3""",220,Sr,Lexington SC
FSU,10,Sean Maguire,QB,"6'3""",220,Fr,Sparta NJ
UNC,6,Caleb Henderson,QB,"6'3""",220,Fr,Burke VA
WAKE,4,Tyler Cameron,QB,"6'3""",220,So,Jupiter FL
NCSU,36,Max Stoffer,LB,"6'3""",220,Fr,Nashville TN
UVA,41,Connor Wingo-Reeves,FB,"6'3""",220,So,Midlothian VA
PITT,82,Manasseh Garner,TE,"6'2""",220,Sr,Pittsburgh PA
DUKE,12,Parker Boehme,QB,"6'2""",220,Fr,Jacksonville Beach FL
CLEM,75,Michael Sobeski,LS,"6'2""",220,Sr,Roebuck SC
BC,25,Josh Keyes,LB,"6'2""",220,Sr,Ghent NY
CLEM,,J.D. Davis,LB,"6'2""",220,Fr,Clemson SC
CLEM,,Korie Rogers,LB,"6'2""",220,Fr,Flowery Branch GA
CUSE,35,Dyshawn Davis,LB,"6'2""",220,Sr,Woodbury NJ
CUSE,7,Oliver Vigille,LB,"6'2""",220,Jr,Miami FL
PITT,58,Quintin Wirginis,LB,"6'2""",220,Fr,Pittsburgh PA
WAKE,49,Lance Virgile,LB,"6'2""",220,Fr,Fort Lauderdale FL
GT,95,Tyler Merriweather,DE,"6'2""",220,Fr,Demopolis AL
CLEM,87,D.J. Greenlee,TE,"6'1""",220,Fr,Central SC
LOU,33,Grant Donovan,LS,"6'1""",220,Sr,Louisville KY
PITT,67,David Murphy,LS,"6'1""",220,Jr,Orchard Park NY
